ID,No of employee,Annual turnover,TCTC,Basic Salary,Cash Injection,Contrib Waiver,Affected Employee
2698,1,25000,500,500,1,1,1
2699,1,inforelatedto30070949,317839.39,317839.39,1,1,1
2700,1,5365210,0,533011,0,1,1
2701,5,0,0,0,1,1,1
2702,35,22000000,283512,212468,0,1,0
2703,8,48000,0,4000,0,1,1
2704,4,12000,/A,1000,0,0,1
2705,2,350119,37200,37200,0,0,1
2706,1,50000000,245.067.4,151200,0,0,1
2707,1,4500,252,45000,1,1,1
2708,7,0,0,2600,1,1,1
2709,1,0,0,1000,1,1,1
2710,1,64.8,82,300,1,1,1
2711,1,0,0,4500,1,1,0
2712,2,17506.59,14400,1200,1,1,1
2713,2,0,3823.27,3705.72,1,1,1
2714,1,120000,6400,6400,1,1,1
2715,1,48000,2500,1000,1,0,1
2716,1,3600,2500,300,1,0,1
2717,21,98412,345000,56000,1,1,1
2718,2,384000,15000,15000,0,0,1
2719,1,15090578,219568.67,190950,1,1,1
2720,1,1763651,28890,22000,1,1,1
2721,5,10000000,303500,244000,0,0,0
2722,1,3000,3000,500,1,1,1
2723,3,800000,87600,87600,0,1,1
2724,9,147000,0,12250,1,1,1
2725,7,650k,0,17k/,1,1,1
2726,1,50000,1000,2000,1,1,1
2727,3,14400,60,1200,1,0,0
2728,2,50000,0,9600,1,1,1
2729,3,12000,12000,1000,1,1,1
2730,2,0,26000,2000,1,1,1
2731,1,32863.46,10200,10200,1,1,0
2732,1,14000,300,300,1,1,1
2733,1,800000,85500,28500,1,1,1
2734,12,60,60,60,0,0,1
2735,167,1000000,273.38,17641,0,1,1
2736,2,6291387.11,0,64200,1,1,1
2737,1,120000,25000,4100,1,1,1
2738,1,1191332.61,1166806.86,1166806.86,1,1,1
2739,3,0,8000,24500,0,1,1
2740,1,800000,67065,67065,1,1,1
2741,6,5397515,94992,94992,0,1,1
2742,15,12000000,364016.44,329007.61,1,1,1
2743,29,19000000,158393,143712.63,1,1,1
2744,22,300000,5000,2000,1,1,1
2745,1,8000000,134400,11200,0,0,1
2746,1,1330800,0,110900,1,0,1
2747,2,30000,238,300,1,1,1
2748,2,720000,72000,6500,1,1,1
2749,1,56000,185000,300000,1,1,1
2750,1,1374236.69,1236812.4,5000,1,1,1
2751,1,1300000,29816.66,29816.66,1,0,1
2752,1,UKOW,1296,66000,1,1,1
2753,1,940804,62176.64,8500,1,0,1
2754,4,400,0,14000,1,1,1
2755,1,0,0,130000,1,1,1
2756,1,+-600thousand,26000,21435,1,1,1
2757,1,0,7663354.53,5169097.72,0,1,1
2758,1,7473021.74,159218.39,153165.11,1,1,1
2759,4,5283611,77568.51,77568.51,0,0,1
2760,1,2000000,0,37258,1,0,1
2761,1,0,1783707.21,1604932,0,0,1
2762,1,81illion,3851580,3851580,1,1,1
2763,1,25000000,193496.62,186789,1,0,0
2764,1,0,0,0,1,0,1
2765,26,73120487.8,11605862.11,11605862.11,1,1,1
2766,18,18000000,336633.79,258216,1,1,1
2767,6,750000,85000,27000,1,1,1
2768,1,802897,12688,12688,1,1,1
2769,6,1200000,208800,181800,0,0,1
2770,3,/A,1300,1300,0,0,1
2771,1,1.5illion,508386,43678,0,0,1
2772,1,0,0,0,0,0,1
2773,1,0,0,0,0,0,1
2774,2,0,0,0,0,0,1
2775,10,0,0,0,0,0,1
2776,27,0,22000,22000,1,1,1
2777,2,0,0,0,0,0,1
2778,27,0,0,0,0,0,1
2779,15,0,0,0,0,0,1
2780,1,0,0,0,0,0,1
2781,1,0,0,0,0,0,1
2782,2,0,48694.89,48359.14,0,0,1
2783,1,0,0,0,0,1,1
2784,2,0,0,0,0,0,1
2785,2,0,0,0,0,0,1
2786,1,48000,9650,1650,1,0,0
2787,1,180000,0,4500,1,0,1
2788,43,0,0,0,1,1,0
2789,15,11500,7200,600,0,1,0
2790,2,11500,7200,600,0,1,0
2791,10,0,0,0,0,1,0
2792,9,1700000,8500,102024,1,1,1
2793,2,0,0,18000,0,1,1
2794,1,60000,3500,2000,1,0,0
2795,1,48000,2000,4600,1,0,1
2796,1,727728.89,231000,19200,0,0,1
2797,4,4949021,493933.76,499170.92,1,1,1
2798,9,2302322,26425.5,24000,1,1,1
2799,12,6027622,772765.2,64397.1,1,1,1
2800,10,1129595,7994.48,7050,1,1,1
2801,13,2281645,52509,40160,1,0,1
2802,7,0,74624,75000,1,0,1
2803,2,150000,274617.48,22883.38,1,1,1
2804,1,0,0,0,0,1,1
2805,1,0,0,0,0,0,1
2806,10,0,0,0,0,0,1
2807,11,0,0,0,0,0,1
2808,2,0,0,0,0,0,1
2809,5,0,0,0,0,0,1
2810,3,0,0,0,0,0,1
2811,1,480000,31744,28200,1,1,1
2812,10,95121.12,7926.68,7926.78,0,1,1
2813,3,0,0,0,0,0,1
2814,3,11397060,816680.17,708628,0,0,1
2815,1,0,0,0,0,0,1
2816,1,0,0,0,0,0,1
2817,1,0,0,0,0,0,1
2818,18,0,0,0,0,0,1
2819,29,0,0,0,0,0,1
2820,5,0,0,0,0,0,1
2821,19,0,0,0,0,0,1
2822,32,0,0,0,0,0,1
2823,15,0,0,0,0,0,1
2824,3,0,0,0,0,0,1
2825,1,0,0,0,0,0,1
2826,1,612.000.00,12710,12710,1,0,0
2827,2,0,0,0,0,0,1
2828,18,0,0,0,0,0,1
2829,4,0,0,0,0,0,1
2830,31,0,0,0,0,0,1
2831,13,1500000,919057.32,919057.32,0,1,1
2832,1,10800,/A,900,0,0,1
2833,1,0,0,0,0,0,1
2834,1,0,0,0,0,0,1
2835,6,0,0,0,0,1,1
2836,5,0,0,0,0,0,1
2837,1,0,110000,110000,0,1,0
2838,2,0,0,0,0,0,1
2839,2,0,0,0,0,0,1
2840,1,0,0,0,0,0,1
2841,132,0,0,0,0,1,1
2842,15,0,0,0,0,0,1
2843,1,0,0,0,0,0,1
2844,2,0,0,0,0,0,1
2845,1,0,0,0,0,0,1
2846,1,0,0,0,0,0,1
2847,1,0,0,0,0,0,1
2848,16,0,0,0,0,0,1
2849,1,0,0,0,0,0,1
2850,1,252000,6950,6950,1,1,1
2851,15,0,0,0,0,0,1
2852,1,0,0,0,0,0,1
2853,2,0,0,0,0,0,1
2854,5,4800000,274398.69,190156,0,0,1
2855,1,0,0,0,0,0,1
2856,1,46000,4000,4000,0,1,1
2857,31,450000,4200,5200,0,0,1
2858,22,0,0,0,0,0,1
2859,2,3600,146,300,1,1,1
2860,16,0,0,0,0,0,1
2861,3,0,0,0,0,0,1
2862,16,0,0,0,0,0,1
2863,1,0,45727.62,39550,1,1,1
2864,1,0,0,0,0,0,1
2865,1,0,0,0,0,0,1
2866,1,0,0,0,0,0,1
2867,1,0,0,0,0,0,1
2868,72,0,0,300,0,0,1
2869,20,18000,500,500,1,1,1
2870,5,0,0,0,0,0,1
2871,13,18000,36000,1500,1,1,1
2872,5,0,0,0,0,0,1
2873,2,0,0,0,0,0,1
2874,1,0,0,0,1,1,1
2875,1,0,0,0,0,0,0
2876,1,9600,26785,0,1,1,1
2877,1,0,0,0,0,0,1
2878,2,0,0,0,0,1,1
2879,1,0,0,0,0,0,1
2880,2,0,0,0,0,0,1
2881,2,3600,300,300,0,1,1
2882,1,4800,400,400,0,0,1
2883,1,0,0,0,0,0,1
2884,1,0,0,0,0,0,1
2885,1,0,0,0,0,0,1
2886,18,0,0,0,0,0,1
2887,15,0,0,0,0,0,1
2888,31,3500000,330000,330000,0,0,1
2889,2,0,0,0,0,0,1
2890,28,0,0,0,0,0,1
2891,2,0,0,0,0,0,1
2892,5,5649722,15000,15000,0,0,1
2893,1,0,0,0,0,1,1
2894,14,0,0,0,0,0,1
2895,5,130000,0,0,0,0,1
2896,4,0,0,0,0,0,1
2897,1,141600,11800,11800,0,0,1
2898,33,4000000,38333.33,26000,1,1,1
2899,31,0,0,0,0,0,1
2900,15,50000,1800,12400,1,0,0
2901,8,0,0,0,0,0,1
2902,6,0,0,0,0,0,1
2903,6,210572,0,121272,0,0,1
2904,4,0,0,0,0,0,1
2905,1,300*12=3600,4000,1200,0,0,1
2906,27,0,0,0,0,0,1
2907,70,/A,2300,2300,0,0,1
2908,1,305160,6320,6320,0,1,1
2909,4,4500000,22260,21000,1,1,1
2910,41,450000,5000,5000,1,0,1
2911,5,0,0,0,0,1,1
2912,1,0,0,0,0,0,1
2913,7,60000,9300,5000,1,1,1
2914,9,0,0,0,0,0,1
2915,1,0,0,0,0,0,1
2916,22,0,0,0,0,0,1
2917,13,0,0,0,0,0,1
2918,2,1375731.52,116310.96,116310.96,1,1,1
2919,8,0,0,0,0,0,1
2920,5,0,0,0,0,1,1
2921,2,0,0,0,0,0,1
2922,1,0,0,0,0,0,1
2923,2,0,0,21000,0,0,1
2924,2,0,0,0,0,0,1
2925,1,0,0,0,0,0,1
2926,3,61457962.14,0,0,1,1,1
2927,4,0,0,0,0,1,1
2928,1,0,0,0,0,1,1
2929,3,0,0,0,0,1,1
2930,1,0,0,0,0,1,1
2931,1,0,0,0,0,0,1
2932,132,0,0,0,0,0,1
2933,11,S2.500.000,190,43400,1,0,1
2934,3,0,0,0,0,1,1
2935,4,0,0,0,0,0,1
2936,1,0,0,0,0,0,1
2937,57,1098962,495600,38800,1,1,1
2938,10,0,0,0,0,1,1
2939,69,0,0,0,0,0,1
2940,46,0,0,0,0,0,1
2941,3,0,0,0,0,0,1
2942,1,0,0,0,0,0,1
2943,2,0,0,0,0,1,1
2944,35,0,0,0,0,0,1
2945,9,200000,84000,7000,0,0,0
2946,6,2400000,0,282000,1,0,0
2947,8,130.000.00,30.000.00,17100,1,1,1
2948,1,0,0,0,1,1,1
2949,2,0,0,0,0,0,1
2950,3,33204945.81,1046880.62,1046880.62,1,0,0
2951,2,1437.6,119.8,119.8,0,0,1
2952,311,0,0,0,0,0,1
2953,10,45Million,1790175,319691.7,1,1,1
2954,2,100000,84000,84000,1,0,1
2955,3,13800,4150,3000,0,1,0
2956,2,10800,900,900,0,0,1
2957,10,300000,280972,200000,1,1,1
2958,1,9600,800,800,0,0,1
2959,2,30000,18000,1500,0,0,1
2960,52,300000,841800,75400,1,0,1
2961,6,5000,3600,3600,1,1,1
2962,18,40561.2,600,3592,0,0,1
2963,13,168000,7250,1500,1,0,1
2964,1,4267143.24,740630.66,355595.27,1,1,1
2965,1,10106790.94,41532.42,70374.06,1,1,1
2966,11,2200000,1182000,98500,1,1,0
2967,2,43200,150000,86400,0,1,1
2968,7,7421464.68,979820.38,618455.39,1,1,1
2969,3,16800,42000,84000,0,1,1
2970,3,-3000000,0,0,1,0,1
2971,9,12000,1000,1000,0,0,1
2972,1,260000,120000,10000,1,1,1
2973,3,5000000,150000,83000,0,0,1
2974,14,644194,626.4,34486.8,1,1,1
2975,8,0,0,0,0,0,1
2976,6,0,0,0,0,0,1
2977,22,23000,15000,26000,1,1,1
2978,1,240000,9680,9680,1,1,1
2979,1,0,0,0,0,0,1
2980,3,0,0,0,0,0,1
2981,2,0,0,0,0,1,1
2982,1,0,0,0,0,0,1
2983,7,0,0,0,0,0,1
2984,5,0,0,0,0,0,1
2985,27,0,0,0,0,1,1
2986,2,0,0,0,0,0,1
2987,2,59104170.35,1044416.04,898259.48,1,1,1
2988,7,0,0,0,0,0,1
2989,3,0,0,0,0,0,1
2990,2,0,0,0,0,0,1
2991,1,0,0,0,0,1,1
2992,19,0,0,0,0,0,1
2993,2,0,0,0,0,0,1
2994,14,0,0,0,0,0,1
2995,3,0,0,0,0,0,1
2996,5,25000,1200,1200,1,1,1
2997,3,25000,2700,2700,1,1,1
2998,1,0,0,0,0,0,1
2999,1,0,0,0,0,0,1
3000,1,0,0,0,0,0,1
3001,1,0,0,0,0,0,1
3002,16,0,0,0,0,0,1
3003,1,0,0,0,0,1,1
3004,26,0,0,0,0,0,1
3005,1,0,0,0,1,1,1
3006,6,0,0,0,0,0,1
3007,4,0,0,0,0,0,1
3008,8,30000,9,500,0,1,0
3009,12,0,0,0,0,0,1
3010,5,0,0,0,0,0,1
3011,7,0,0,0,0,0,1
3012,2,0,0,0,0,1,1
3013,14,94000,72000,600,1,1,1
3014,4,0,0,0,0,0,1
3015,3,552890.43,26714.34,22236.88,0,0,1
3016,12,0,0,0,0,0,1
3017,5,0,0,0,0,0,1
3018,1,300000,0,3600,0,0,1
3019,1,2318854.83,6672,5630,0,0,1
3020,5,0,0,0,0,0,1
3021,1,0,0,0,0,0,1
3022,1,OE,60,2600,1,0,1
3023,1,11400,5653,950,1,0,1
3024,7,0,0,0,0,0,1
3025,6,0,0,0,0,0,1
3026,2,0,0,1300,0,0,1
3027,2,0,0,0,0,0,1
3028,1,36000,3000,2000,0,0,1
3029,1,336919.89,600,600,1,1,1
3030,20,0,0,0,0,0,1
3031,48,0,0,0,0,0,1
3032,1,0,0,0,0,0,1
3033,2,0,0,0,0,0,1
3034,1,0,0,0,0,1,1
3035,1,0,0,0,0,0,1
3036,1,0,0,0,0,0,1
3037,3,400000,120000,184800,1,1,1
3038,1,-843683.06,65465.04,70072.02,1,1,1
3039,29,3000000,25000,165000,1,1,1
3040,9,100000,48000,48000,1,1,1
3041,19,0,4540.5,4500,1,1,1
3042,3,36000,114000,3000,0,0,1
3043,3,0,763.88,1000,1,1,1
3044,5,20000,0,0,1,1,1
3045,1,0,0,0,1,1,1
3046,1,3083365,40950,40950,1,1,1
3047,1,5400,/A,450,1,1,1
3048,2,1.38illion,1431443,12497.00.,0,0,1
3049,3,9913550,166606,121129.2,1,1,1
3050,5,12000,3000,3000,1,1,1
3051,1,36000,0,3000,1,1,1
3052,4,32000,123000,66000,1,1,1
3053,4,80000,0,2500,1,1,1
3054,5,0,755.46,28070,1,1,1
3055,10,0,0,0,0,0,1
3056,5,0,0,0,0,0,1
3057,2,0,0,0,0,0,1
3058,1,0,0,0,0,0,1
3059,4,0,0,0,0,1,1
3060,2,0,0,0,0,1,1
3061,4,0,0,0,0,0,1
3062,1,0,0,0,0,0,1
3063,18,50445233.43,81615,66695.33,0,0,1
3064,28,0,0,0,0,1,1
3065,4,0,0,0,0,0,1
3066,2,0,0,0,0,0,1
3067,8,0,0,0,0,0,1
3068,8,20000,50000,18000,0,0,0
3069,1,0,0,0,0,0,1
3070,1,3000,0,400,0,0,1
3071,2,60000,8000,6000,0,0,1
3072,2,0,0,0,0,0,1
3073,2,0,0,0,0,0,1
3074,1,6000,0,600,0,1,1
3075,3,0,0,0,0,0,1
3076,43,0,0,0,0,0,1
3077,4,0,0,0,0,0,1
3078,9,0,0,0,0,0,1
3079,4,2127839,271272,210375,1,1,1
3080,2,6000,20000erannu,4500,1,0,0
3081,1,56000,280000,430000,1,1,1
3082,1,112000,15000,15000,1,1,1
3083,1,66000,7000,5500,1,0,0
3084,2,100000,2400,2000,0,0,0
3085,1,24000,no,1000,1,0,1
3086,3,25000,31250,300,0,1,0
3087,1,864,14000,14000,0,0,1
3088,4,0,2500,2500,1,1,1
3089,1,6000,500,500,1,1,1
3090,31,9600,800,800,1,1,1
3091,1,0,1500,1500,1,1,1
3092,3,1.500il,0,0,0,0,1
3093,1,3600,0,0,1,1,1
3094,1,1000000,410,0,1,0,1
3095,2,881154.29,36612.22,33362.22,1,1,1
3096,1,200000,20000,16400,1,1,1
3097,14,789600,789600,65800,1,0,0
3098,3,2800000,395216,1733.403509,0,1,1
3099,3,300000,35000,22000,1,1,1
3100,5,39828,39828,3319,1,1,1
3101,4,0,19200,19200,1,1,1
3102,6,31000,2500,2500,1,1,1
3103,1,10636440,180739.45,139981.84,1,1,1
3104,1,40000,3000,36000,1,1,1
3105,2,250000,0,18000,1,1,1
3106,1,0,0,0,0,1,1
3107,2,528000,516'000.00,44000,1,1,1
3108,1,700000,0,9600,1,1,1
3109,15,8590484,354664.25,348243.93,0,0,1
3110,8,3000+,2000,3000,0,0,1
3111,48,50000,25200,25200,1,1,1
3112,10,246000,13000,7200,1,1,1
3113,4,1823259,19225,15600,0,0,1
3114,15,865728,14140,14140,1,1,1
3115,5,1288842,45917.29,266.88,1,1,1
3116,1,1307311,51749.87,51371.48,1,1,1
3117,4,(EGATIVE)-(133422),1070844,10000,0,0,1
3118,2,882661,35358.7,35103.24,1,1,1
3119,2,1551813,34426.02,34237.85,1,1,1
3120,1,300000,300,300,1,1,1
3121,4,25000,33760,700,1,1,1
3122,190,1208813,26336.26,26128.1,1,1,1
3123,2,1408618,42049.92,41758.08,1,1,1
3124,129,10000,3600,3600,1,1,1
3125,24,80000,12135,18060,0,0,1
3126,37,7158000,529473.45,318717.72,1,1,1
3127,5,0,18372,15000,1,1,1
3128,2,0,0,0,1,1,1
3129,2,2022941,128400,10300,1,0,1
3130,1,60000,0,5000,1,1,1
3131,2,161148,23674.15,13429,1,1,1
3132,1,18000,0,9600,1,1,1
3133,2,376057.35,24185,24185,1,1,1
3134,138,51000,143000,286000,1,1,1
3135,19,0.2,15000,3000,1,1,1
3136,38,0,14960,0,0,0,1
3137,1,280000,4500,4500,1,1,1
3138,2,130583.6,10258.85,10258.85,1,0,1
3139,1,1000,3600,64.5,1,1,1
3140,1,40000,5500,1250,0,0,0
3141,1,50000,25000,25000,0,1,0
3142,2,AD20illions,0,0,1,1,1
3143,1,300000,141600,2548.8,1,0,1
3144,158,60-00,60-00,otalicable,0,0,1
3145,1,157200,0,13100,1,1,1
3146,18,0,0,0,0,0,1
3147,19,44808,44808,3734,1,1,1
3148,6,15306498,/A,17400,0,0,1
3149,2,0,0,0,0,1,1
3150,1,995340,10448.96,11761.5,1,1,1
3151,1,0,0,0,0,0,1
3152,1,0,175233.45,133667.45,0,0,1
3153,3,2000,3600,3600,1,1,1
3154,116,/A,119710.28,119710.28,1,1,1
3155,34,48,48.000.00,8000,1,1,1
3156,8,33600,1800,1800,1,1,1
3157,1,10000000,29402,29402,1,0,1
3158,4,30000,50000,100000,0,1,0
3159,2,54000,4150,4150,1,0,0
3160,7,48000,4000,4000,1,1,1
3161,10,16000,0,1800,1,1,1
3162,1,0,500,500,1,1,1
3163,3,2170727,137200.37,119555.45,0,0,1
3164,1,1690262,42400.93,44684,1,1,1
3165,1,6000,0,550,0,0,0
3166,5,30000,n/a,1000,1,1,1
3167,3,21600,21600,1800,1,1,1
3168,18,3600,/A,300,1,1,1
3169,8,22000,70000,54000,0,1,1
3170,1,28770,n/a,1000,1,1,1
3171,2,48000,0,36000,1,1,1
3172,1,0,0,0,0,0,1
3173,6,0,0,0,1,1,1
3174,1,47000,n/a,500,1,1,1
3175,15,43000,0,2000,1,0,1
3176,8,400000,26810,22000,1,1,1
3177,7,3260,3260,3260,0,1,1
3178,2,3300,3300,3300,0,1,1
3179,1,7405170,3280365.49,156629.5,1,1,1
3180,1,86208,86208,7184,1,1,1
3181,2,25000,43.2,1200,0,1,0
3182,1,49000,n/a,1000,1,1,1
3183,1,180000,1080,99964,1,0,1
3184,1,0,/A,6000,1,1,1
3185,7,512200,0,43500,0,0,1
3186,39,/A,0,18620,0,0,1
3187,30,0,10300,10300,1,0,1
3188,12,120000,6000,72000,1,0,1
3189,14,0,0,38800,0,0,1
3190,1,29040,0,2420,1,1,1
3191,1,20000,4800,4800,0,0,1
3192,3,336000,2000,2000,1,0,1
3193,5,92000,500,500,1,0,1
3194,6,18000,9600,9600,0,1,1
3195,4,450000,48000,48000,1,0,1
3196,1,80000,203715,203715,0,0,1
3197,1,10000andore,0,500,1,1,1
3198,1,7000,60,1500,0,0,1
3199,3,8800000,338253.86,264950.68,1,1,0
3200,36,15000000,15700,129803.46,1,0,0
3201,26,48000,6800,300,1,0,1
3202,5,252000,12550,750,1,0,1
3203,2,168000,3000,1600,1,0,1
3204,1,150000,12000,12000,1,0,1
3205,1,4000,300,1500,1,1,1
3206,2,3600,3600,3600,1,1,1
3207,1,0,1500,1500,1,1,1
3208,1,0,YES,500,1,1,1
3209,7,0,228852,228852,0,1,1
3210,2,1500000,11900,11900,1,1,1
3211,3,5000,6700,2600,1,1,1
3212,1,0,1200,12000,1,1,1
3213,1,42000,4000,1400,1,1,1
3214,1,700000,73200,73200,0,0,1
3215,10,250000,4400,4400,1,1,1
3216,27,75000,0,2500,1,1,1
3217,27,1166380,17096.59,14509.64,1,0,0
3218,9,70000,2380,27600,1,1,1
3219,1,20,5,2600,1,1,0
3220,2,1000000,246840,21300,1,1,1
3221,1,0.6,5400,500,1,1,1
3222,2,60000,3000,3500,1,1,1
3223,695,27600,0,2300,1,1,0
3224,29,46800,0,3900,1,1,0
3225,4,32400,0,2700,1,1,0
3226,4,2859186,46593.76,238965.5,1,1,1
3227,1,100000000,399214.08,192099.2,0,0,1
3228,1,60000000,21120,42240,0,0,1
3229,2,0,479352,0,1,1,1
3230,1,46000,0,4100,1,0,1
3231,1,6830139.98,186624.52,156520,1,1,1
3232,354,aD23380400.00,528026.28,528026.28,1,1,0
3233,55,640137.23,9525.5,7000,1,1,1
3234,5,3514186,89620,81500,1,1,0
3235,86,25000,0,1550,1,0,1
3236,11,2786476.08,5000,70000,0,0,1
3237,7,42000,2.29,3500,1,1,1
3238,2,0,14150,11200,0,0,1
3239,5,7925151,182559.66,155231.24,1,0,0
3240,4,43104,43104,3592,0,0,1
3241,1,44808,44808,3734,0,0,1
3242,4,69312,69312,5776,0,0,1
3243,3,41424,41424,3452,0,0,1
3244,2,6018166,35134.25,31751.11,1,0,0
3245,1,44808,44808,3734,0,0,1
3246,2,107412,107412,8951,0,0,1
3247,10,9299677.44,100206.7,114530.68,1,0,1
3248,7,43080,43080,3590,0,0,1
3249,51,15600,o,1300,0,0,1
3250,13,0,0,0,0,0,1
3251,59,48000,50000,4000,0,0,0
3252,2,0,0,0,0,0,1
3253,1,0,0,0,0,0,1
3254,23,3000000,71765,53717,1,0,1
3255,1,0,303046,303045.75,1,1,1
3256,3,0,0,0,0,1,1
3257,1,0,0,0,0,0,1
3258,2,0,0,0,0,0,1
3259,1,1500000,40170,32500,1,1,1
3260,179,0,0,0,0,0,1
3261,7,0,0,0,0,0,1
3262,3,500000,3000,3000,1,1,1
3263,6,0,0,0,0,0,1
3264,11,0,129219.4,129219.4,0,1,1
3265,4,949107,15957600,12031250,0,0,1
3266,1,0,0,0,0,0,1
3267,2,0,0,0,0,0,1
3268,1,0,0,0,0,0,1
3269,10,0,0,0,0,1,1
3270,94,0,0,0,0,0,1
3271,27,22500,0,22320,1,1,1
3272,2,0,0,0,0,0,1
3273,6,0,0,0,0,1,1
3274,13,0,0,0,0,0,1
3275,3,0,0,0,0,0,1
3276,19,0,0,0,0,0,1
3277,2,50000,2500,2500,1,1,1
3278,4,0,0,0,0,0,1
3279,1,500000,115000,115000,1,1,1
3280,1,0,0,35000,1,1,1
3281,15,1175650,611604,53790.33,1,1,1
3282,4,6500000,1285040,105670,1,1,1
3283,2,0,0,0,1,0,1
3284,22,60000,4000,500,0,0,0
3285,7,0,12000,12000,0,1,1
3286,6,30000,0,10800,0,1,1
3287,1,76800,200000,6400,1,0,1
3288,1,0,0,0,0,0,1
3289,1,0,0,0,0,0,1
3290,24,0,0,0,0,0,1
3291,20,0,0,0,0,0,1
3292,2,269998,18900,6300,1,0,1
3293,1,0,0,0,0,0,1
3294,1,0,0,0,0,0,1
3295,1,54000,36000,36000,1,1,1
3296,49,0,0,0,0,1,1
3297,8,0,300,300,0,0,1
3298,7,9600,9600,800,1,1,1
3299,24,250000,12000,11000,0,1,1
3300,1,880000,152248,12688,1,1,1
3301,6,3000,0,2500,1,1,1
3302,1,0,300,300,1,1,1
3303,2,1070896,0,13785,1,1,1
3304,96,36100,/A,14100,0,0,1
3305,24,77621.16,77621.16,6468.43,0,0,1
3306,29,0,0,0,1,1,1
3307,7,9600,0,800,1,1,1
3308,2,0,0,0,0,0,1
3309,2,0,0,0,0,0,1
3310,1,6500000,22500,22000,1,1,1
3311,3,0,0,0,0,0,1
3312,39,840000,18700,12200,1,1,0
3313,20,0,0,0,0,0,1
3314,24,6.3,163.8,700,0,1,0
3315,4,0,0,0,0,1,1
3316,2,0,0,0,0,0,1
3317,5,0,0,0,0,0,1
3318,1,0,0,0,0,0,1
3319,1,0,0,0,0,1,1
3320,9,0,0,0,0,0,1
3321,52,0,0,0,0,0,1
3322,30,0,0,0,0,0,1
3323,6,80000000,17500,17500,0,0,1
3324,5,0,0,0,0,0,1
3325,3,0,0,0,0,0,1
3326,1,0,0,0,0,0,1
3327,8,0,0,0,0,0,1
3328,9,44808,44808,3734,0,0,1
3329,3,0,0,0,0,0,1
3330,1,0,0,0,0,0,1
3331,1,39261405.58,211334.62,165514.86,1,1,0
3332,3,0,0,0,0,0,1
3333,11,600000,97200,97200,0,1,1
3334,2,1959222,135548.75,13900,1,0,1
3335,2,0,0,0,0,0,1
3336,5,0,0,0,0,0,1
3337,2,0,0,0,0,0,1
3338,1,0,0,0,0,1,1
3339,3,90000,1200,1200,1,1,1
3340,4,0,0,0,0,0,1
3341,11,0,0,0,0,0,1
3342,14,0,0,0,0,0,1
3343,15,0,0,0,0,0,1
3344,1,0,0,0,0,0,1
3345,1,0,0,0,0,0,1
3346,1,0,0,0,0,0,1
3347,1,100000/120000.,7500,7500,0,1,1
3348,1,0,0,0,0,0,1
3349,1,0,0,0,0,0,1
3350,3,18000,3500,300,1,0,1
3351,9,0,0,0,0,1,1
3352,38,1132295,0,14432,1,0,1
3353,1,250000,6000,6000,1,1,1
3354,6,0,0,0,0,0,1
3355,1,20010,0,1200,0,1,1
3356,1,0,0,0,0,0,1
3357,5,50000,40000,300,0,0,1
3358,4,0,0,0,0,0,1
3359,2,0,143331.97,141274.8,1,1,1
3360,5,0,0,0,0,0,1
3361,53,90000,4100,4100,1,1,1
3362,3,0,0,0,0,0,1
3363,88,28000000,489595.66,352524.77,1,1,1
3364,2,0,0,0,0,0,1
3365,1,6639069,268771.69,65700,1,0,1
3366,2,0,0,0,0,0,1
3367,1,0,0,0,0,0,1
3368,4,0,0,0,0,0,1
3369,1,199582,18658.75,7000,1,0,1
3370,3,25000000,871255.57,528676.91,0,1,0
3371,1,100000,0,4300,1,1,1
3372,1,43200,300,300,1,1,1
3373,1,0,0,0,0,0,1
3374,7,0,0,0,0,0,1
3375,57,499603763,3649757.48,1777142.59,0,0,1
3376,10,33000000,793967.71,705158.95,0,0,0
3377,2,0,14460,14460,1,1,1
3378,2,0,0,0,0,0,1
3379,44,0,0,0,0,0,1
3380,4,0,0,0,0,0,1
3381,44,17214296,207781.01,207781.01,1,1,0
3382,8,0,0,0,0,0,1
3383,1,0,0,0,0,0,1
3384,1,0,0,0,0,0,1
3385,2,0,0,0,0,0,1
3386,2,0,0,0,0,0,1
3387,1,0,0,0,0,0,1
3388,1,30000,40000,300,1,1,1
3389,12,0,0,0,0,0,1
3390,5,1992973,134214.16,25900,1,0,1
3391,25,0,0,0,0,1,1
3392,34,0,0,0,0,0,1
3393,3,0,0,0,0,0,1
3394,27,0,0,0,0,0,1
3395,7,0,0,0,0,0,1
3396,6,0,0,0,0,0,1
3397,1,0,0,0,0,0,1
3398,6,0,0,0,0,0,1
3399,1,0,0,0,0,0,1
3400,2,0,0,0,0,1,1
3401,4,0,0,217280.01,0,1,1
3402,7,0,0,0,0,0,1
3403,1,0,0,0,0,0,1
3404,1,0,61560,0,0,0,1
3405,9,0,0,0,0,1,1
3406,5,0,0,18000,1,1,1
3407,20,0,254786.16,185319,1,1,1
3408,6,0,0,0,0,0,1
3409,5,0,0,0,0,1,1
3410,8,0,0,0,0,0,1
3411,6,0,0,0,0,0,1
3412,2,294000,63877,40200,0,0,1
3413,1,0,0,0,0,0,1
3414,1,0,0,0,0,1,1
3415,1,144000,9000,8949,1,1,1
3416,1,0,0,0,0,0,1
3417,2,0,0,0,0,0,1
3418,7,0,0,0,0,0,1
3419,9,15000,n/a,1300,1,1,1
3420,12,0,0,0,0,0,1
3421,2,0,0,0,0,0,1
